r_bohr,u_c
1.87200,-2.97374134e-03
1.87400,-2.94483035e-03
1.87600,-2.91619829e-03
1.87800,-2.88784247e-03
1.88000,-2.85976027e-03
1.88200,-2.83194907e-03
1.88400,-2.80440628e-03
1.88600,-2.77712934e-03
1.88800,-2.75011572e-03
1.89000,-2.72336289e-03
1.89200,-2.69686836e-03
1.89400,-2.67062967e-03
1.89600,-2.64464437e-03
1.89800,-2.61891004e-03
1.90000,-2.59342428e-03
1.90200,-2.56818471e-03
1.90400,-2.54318898e-03
1.90600,-2.51843476e-03
1.90800,-2.49391973e-03
1.91000,-2.46964161e-03
1.91200,-2.44559813e-03
1.91400,-2.42178704e-03
1.91600,-2.39820613e-03
1.91800,-2.37485319e-03
1.92000,-2.35172603e-03
1.92200,-2.32882250e-03
1.92400,-2.30614045e-03
1.92600,-2.28367776e-03
1.92800,-2.26143233e-03
1.93000,-2.23940209e-03
1.93200,-2.21758496e-03
1.93400,-2.19597891e-03
1.93600,-2.17458191e-03
1.93800,-2.15339196e-03
1.94000,-2.13240707e-03
1.94200,-2.11162529e-03
1.94400,-2.09104465e-03
1.94600,-2.07066324e-03
1.94800,-2.05047914e-03
1.95000,-2.03049046e-03
1.95200,-2.01069533e-03
1.95400,-1.99109188e-03
1.95600,-1.97167828e-03
1.95800,-1.95245271e-03
1.96000,-1.93341336e-03
1.96200,-1.91455845e-03
1.96400,-1.89588620e-03
1.96600,-1.87739486e-03
1.96800,-1.85908270e-03
1.97000,-1.84094798e-03
1.97200,-1.82298902e-03
1.97400,-1.80520411e-03
1.97600,-1.78759160e-03
1.97800,-1.77014981e-03
1.98000,-1.75287712e-03
1.98200,-1.73577189e-03
1.98400,-1.71883251e-03
1.98600,-1.70205740e-03
1.98800,-1.68544498e-03
1.99000,-1.66899367e-03
1.99200,-1.65270193e-03
1.99400,-1.63656822e-03
1.99600,-1.62059103e-03
1.99800,-1.60476885e-03
2.00000,-1.58910018e-03
2.00200,-1.57358356e-03
2.00400,-1.55821752e-03
2.00600,-1.54300060e-03
2.00800,-1.52793138e-03
2.01000,-1.51300842e-03
2.01200,-1.49823034e-03
2.01400,-1.48359572e-03
2.01600,-1.46910318e-03
2.01800,-1.45475137e-03
2.02000,-1.44053892e-03
2.02200,-1.42646449e-03
2.02400,-1.41252676e-03
2.02600,-1.39872440e-03
2.02800,-1.38505611e-03
2.03000,-1.37152059e-03
2.03200,-1.35811658e-03
2.03400,-1.34484280e-03
2.03600,-1.33169799e-03
2.03800,-1.31868092e-03
2.04000,-1.30579035e-03
2.04200,-1.29302506e-03
2.04400,-1.28038384e-03
2.04600,-1.26786550e-03
2.04800,-1.25546885e-03
2.05000,-1.24319272e-03
2.05200,-1.23103594e-03
2.05400,-1.21899737e-03
2.05600,-1.20707586e-03
2.05800,-1.19527028e-03
2.06000,-1.18357952e-03
2.06200,-1.17200246e-03
2.06400,-1.16053801e-03
2.06600,-1.14918508e-03
2.06800,-1.13794259e-03
2.07000,-1.12680949e-03
2.07200,-1.11578470e-03
2.07400,-1.10486719e-03
2.07600,-1.09405592e-03
2.07800,-1.08334986e-03
2.08000,-1.07274800e-03
2.08200,-1.06224933e-03
2.08400,-1.05185285e-03
2.08600,-1.04155758e-03
2.08800,-1.03136253e-03
2.09000,-1.02126674e-03
2.09200,-1.01126925e-03
2.09400,-1.00136911e-03
2.09600,-9.91565376e-04
2.09800,-9.81857116e-04
2.10000,-9.72243408e-04
2.10200,-9.62723337e-04
2.10400,-9.53295998e-04
2.10600,-9.43960494e-04
2.10800,-9.34715936e-04
2.11000,-9.25561444e-04
2.11200,-9.16496147e-04
2.11400,-9.07519182e-04
2.11600,-8.98629694e-04
2.11800,-8.89826837e-04
2.12000,-8.81109771e-04
2.12200,-8.72477667e-04
2.12400,-8.63929702e-04
2.12600,-8.55465061e-04
2.12800,-8.47082938e-04
2.13000,-8.38782533e-04
2.13200,-8.30563055e-04
2.13400,-8.22423721e-04
2.13600,-8.14363753e-04
2.13800,-8.06382384e-04
2.14000,-7.98478852e-04
2.14200,-7.90652402e-04
2.14400,-7.82902289e-04
2.14600,-7.75227771e-04
2.14800,-7.67628116e-04
2.15000,-7.60102600e-04
2.15200,-7.52650503e-04
2.15400,-7.45271114e-04
2.15600,-7.37963727e-04
2.15800,-7.30727645e-04
2.16000,-7.23562176e-04
2.16200,-7.16466636e-04
2.16400,-7.09440347e-04
2.16600,-7.02482636e-04
2.16800,-6.95592839e-04
2.17000,-6.88770297e-04
2.17200,-6.82014357e-04
2.17400,-6.75324374e-04
2.17600,-6.68699707e-04
2.17800,-6.62139722e-04
2.18000,-6.55643793e-04
2.18200,-6.49211297e-04
2.18400,-6.42841619e-04
2.18600,-6.36534148e-04
2.18800,-6.30288282e-04
2.19000,-6.24103421e-04
2.19200,-6.17978975e-04
2.19400,-6.11914355e-04
2.19600,-6.05908982e-04
2.19800,-5.99962279e-04
2.20000,-5.94073678e-04
2.20200,-5.88242613e-04
2.20400,-5.82468527e-04
2.20600,-5.76750865e-04
2.20800,-5.71089079e-04
2.21000,-5.65482626e-04
2.21200,-5.59930969e-04
2.21400,-5.54433576e-04
2.21600,-5.48989919e-04
2.21800,-5.43599475e-04
2.22000,-5.38261728e-04
2.22200,-5.32976165e-04
2.22400,-5.27742280e-04
2.22600,-5.22559569e-04
2.22800,-5.17427536e-04
2.23000,-5.12345687e-04
2.23200,-5.07313534e-04
2.23400,-5.02330595e-04
2.23600,-4.97396390e-04
2.23800,-4.92510446e-04
2.24000,-4.87672294e-04
2.24200,-4.82881468e-04
2.24400,-4.78137507e-04
2.24600,-4.73439957e-04
2.24800,-4.68788366e-04
2.25000,-4.64182286e-04
2.25200,-4.59621274e-04
2.25400,-4.55104892e-04
2.25600,-4.50632706e-04
2.25800,-4.46204286e-04
2.26000,-4.41819205e-04
2.26200,-4.37477041e-04
2.26400,-4.33177377e-04
2.26600,-4.28919800e-04
2.26800,-4.24703898e-04
2.27000,-4.20529268e-04
2.27200,-4.16395506e-04
2.27400,-4.12302214e-04
2.27600,-4.08248999e-04
2.27800,-4.04235470e-04
2.28000,-4.00261241e-04
2.28200,-3.96325929e-04
2.28400,-3.92429155e-04
2.28600,-3.88570542e-04
2.28800,-3.84749721e-04
2.29000,-3.80966321e-04
2.29200,-3.77219979e-04
2.29400,-3.73510334e-04
2.29600,-3.69837027e-04
2.29800,-3.66199706e-04
2.30000,-3.62598018e-04
2.30200,-3.59031617e-04
2.30400,-3.55500159e-04
2.30600,-3.52003302e-04
2.30800,-3.48540711e-04
2.31000,-3.45112050e-04
2.31200,-3.41716988e-04
2.31400,-3.38355199e-04
2.31600,-3.35026358e-04
2.31800,-3.31730143e-04
2.32000,-3.28466236e-04
2.32200,-3.25234322e-04
2.32400,-3.22034089e-04
2.32600,-3.18865228e-04
2.32800,-3.15727433e-04
2.33000,-3.12620401e-04
2.33200,-3.09543831e-04
2.33400,-3.06497427e-04
2.33600,-3.03480894e-04
2.33800,-3.00493940e-04
2.34000,-2.97536278e-04
2.34200,-2.94607620e-04
2.34400,-2.91707684e-04
2.34600,-2.88836190e-04
2.34800,-2.85992860e-04
2.35000,-2.83177419e-04
2.35200,-2.80389594e-04
2.35400,-2.77629117e-04
2.35600,-2.74895719e-04
2.35800,-2.72189138e-04
2.36000,-2.69509110e-04
2.36200,-2.66855376e-04
2.36400,-2.64227681e-04
2.36600,-2.61625768e-04
2.36800,-2.59049388e-04
2.37000,-2.56498289e-04
2.37200,-2.53972225e-04
2.37400,-2.51470952e-04
2.37600,-2.48994228e-04
2.37800,-2.46541812e-04
2.38000,-2.44113467e-04
2.38200,-2.41708958e-04
2.38400,-2.39328052e-04
2.38600,-2.36970518e-04
2.38800,-2.34636128e-04
2.39000,-2.32324656e-04
2.39200,-2.30035877e-04
2.39400,-2.27769570e-04
2.39600,-2.25525515e-04
2.39800,-2.23303495e-04
2.40000,-2.21103294e-04
2.40200,-2.18924699e-04
2.40400,-2.16767498e-04
2.40600,-2.14631483e-04
2.40800,-2.12516446e-04
2.41000,-2.10422182e-04
2.41200,-2.08348488e-04
2.41400,-2.06295163e-04
2.41600,-2.04262008e-04
2.41800,-2.02248824e-04
2.42000,-2.00255418e-04
2.42200,-1.98281595e-04
2.42400,-1.96327164e-04
2.42600,-1.94391935e-04
2.42800,-1.92475720e-04
2.43000,-1.90578333e-04
2.43200,-1.88699591e-04
2.43400,-1.86839310e-04
2.43600,-1.84997310e-04
2.43800,-1.83173411e-04
2.44000,-1.81367438e-04
2.44200,-1.79579214e-04
2.44400,-1.77808566e-04
2.44600,-1.76055321e-04
2.44800,-1.74319309e-04
2.45000,-1.72600362e-04
2.45200,-1.70898312e-04
2.45400,-1.69212994e-04
2.45600,-1.67544245e-04
2.45800,-1.65891901e-04
2.46000,-1.64255803e-04
2.46200,-1.62635791e-04
2.46400,-1.61031708e-04
2.46600,-1.59443397e-04
2.46800,-1.57870705e-04
2.47000,-1.56313477e-04
2.47200,-1.54771564e-04
2.47400,-1.53244814e-04
2.47600,-1.51733079e-04
2.47800,-1.50236213e-04
2.48000,-1.48754069e-04
2.48200,-1.47286503e-04
2.48400,-1.45833372e-04
2.48600,-1.44394536e-04
2.48800,-1.42969853e-04
2.49000,-1.41559185e-04
2.49200,-1.40162395e-04
2.49400,-1.38779347e-04
2.49600,-1.37409906e-04
2.49800,-1.36053939e-04
2.50000,-1.34711313e-04
2.50200,-1.33381898e-04
2.50400,-1.32065565e-04
2.50600,-1.30762184e-04
2.50800,-1.29471630e-04
2.51000,-1.28193776e-04
2.51200,-1.26928498e-04
2.51400,-1.25675673e-04
2.51600,-1.24435178e-04
2.51800,-1.23206893e-04
2.52000,-1.21990697e-04
2.52200,-1.20786473e-04
2.52400,-1.19594102e-04
2.52600,-1.18413469e-04
2.52800,-1.17244459e-04
2.53000,-1.16086957e-04
2.53200,-1.14940850e-04
2.53400,-1.13806027e-04
2.53600,-1.12682378e-04
2.53800,-1.11569791e-04
2.54000,-1.10468160e-04
2.54200,-1.09377376e-04
2.54400,-1.08297333e-04
2.54600,-1.07227926e-04
2.54800,-1.06169049e-04
2.55000,-1.05120601e-04
2.55200,-1.04082478e-04
2.55400,-1.03054580e-04
2.55600,-1.02036805e-04
2.55800,-1.01029055e-04
2.56000,-1.00031231e-04
2.56200,-9.90432357e-05
2.56400,-9.80649725e-05
2.56600,-9.70963459e-05
2.56800,-9.61372614e-05
2.57000,-9.51876252e-05
2.57200,-9.42473446e-05
2.57400,-9.33163278e-05
2.57600,-9.23944837e-05
2.57800,-9.14817224e-05
2.58000,-9.05779545e-05
2.58200,-8.96830919e-05
2.58400,-8.87970470e-05
2.58600,-8.79197332e-05
2.58800,-8.70510649e-05
2.59000,-8.61909570e-05
2.59200,-8.53393255e-05
2.59400,-8.44960872e-05
2.59600,-8.36611596e-05
2.59800,-8.28344610e-05
2.60000,-8.20159106e-05
2.60200,-8.12054283e-05
2.60400,-8.04029350e-05
2.60600,-7.96083521e-05
2.60800,-7.88216018e-05
2.61000,-7.80426072e-05
2.61200,-7.72712922e-05
2.61400,-7.65075812e-05
2.61600,-7.57513995e-05
2.61800,-7.50026731e-05
2.62000,-7.42613287e-05
2.62200,-7.35272939e-05
2.62400,-7.28004967e-05
2.62600,-7.20808660e-05
2.62800,-7.13683314e-05
2.63000,-7.06628231e-05
2.63200,-6.99642720e-05
2.63400,-6.92726098e-05
2.63600,-6.85877687e-05
2.63800,-6.79096817e-05
2.64000,-6.72382823e-05
2.64200,-6.65735049e-05
2.64400,-6.59152842e-05
2.64600,-6.52635558e-05
2.64800,-6.46182560e-05
2.65000,-6.39793214e-05
2.65200,-6.33466894e-05
2.65400,-6.27202982e-05
2.65600,-6.21000862e-05
2.65800,-6.14859928e-05
2.66000,-6.08779577e-05
2.66200,-6.02759214e-05
2.66400,-5.96798248e-05
2.66600,-5.90896096e-05
2.66800,-5.85052178e-05
2.67000,-5.79265922e-05
2.67200,-5.73536761e-05
2.67400,-5.67864132e-05
2.67600,-5.62247480e-05
2.67800,-5.56686254e-05
2.68000,-5.51179909e-05
2.68200,-5.45727904e-05
2.68400,-5.40329705e-05
2.68600,-5.34984782e-05
2.68800,-5.29692611e-05
2.69000,-5.24452673e-05
2.69200,-5.19264454e-05
2.69400,-5.14127445e-05
2.69600,-5.09041142e-05
2.69800,-5.04005045e-05
2.70000,-4.99018661e-05
2.70200,-4.94081500e-05
2.70400,-4.89193078e-05
2.70600,-4.84352915e-05
2.70800,-4.79560535e-05
2.71000,-4.74815469e-05
2.71200,-4.70117251e-05
2.71400,-4.65465419e-05
2.71600,-4.60859516e-05
2.71800,-4.56299091e-05
2.72000,-4.51783696e-05
2.72200,-4.47312887e-05
2.72400,-4.42886225e-05
2.72600,-4.38503275e-05
2.72800,-4.34163608e-05
2.73000,-4.29866796e-05
2.73200,-4.25612418e-05
2.73400,-4.21400055e-05
2.73600,-4.17229295e-05
2.73800,-4.13099726e-05
2.74000,-4.09010944e-05
2.74200,-4.04962547e-05
2.74400,-4.00954136e-05
2.74600,-3.96985319e-05
2.74800,-3.93055704e-05
2.75000,-3.89164906e-05
2.75200,-3.85312543e-05
2.75400,-3.81498235e-05
2.75600,-3.77721607e-05
2.75800,-3.73982290e-05
2.76000,-3.70279913e-05
2.76200,-3.66614115e-05
2.76400,-3.62984534e-05
2.76600,-3.59390813e-05
2.76800,-3.55832600e-05
2.77000,-3.52309544e-05
2.77200,-3.48821298e-05
2.77400,-3.45367520e-05
2.77600,-3.41947870e-05
2.77800,-3.38562011e-05
2.78000,-3.35209611e-05
2.78200,-3.31890340e-05
2.78400,-3.28603870e-05
2.78600,-3.25349880e-05
2.78800,-3.22128048e-05
2.79000,-3.18938057e-05
2.79200,-3.15779595e-05
2.79400,-3.12652349e-05
2.79600,-3.09556012e-05
2.79800,-3.06490280e-05
2.80000,-3.03454850e-05
2.80200,-3.00449424e-05
2.80400,-2.97473706e-05
2.80600,-2.94527404e-05
2.80800,-2.91610226e-05
2.81000,-2.88721886e-05
2.81200,-2.85862099e-05
2.81400,-2.83030584e-05
2.81600,-2.80227063e-05
2.81800,-2.77451258e-05
2.82000,-2.74702897e-05
2.82200,-2.71981708e-05
2.82400,-2.69287425e-05
2.82600,-2.66619781e-05
2.82800,-2.63978514e-05
2.83000,-2.61363363e-05
2.83200,-2.58774071e-05
2.83400,-2.56210383e-05
2.83600,-2.53672047e-05
2.83800,-2.51158811e-05
2.84000,-2.48670429e-05
2.84200,-2.46206656e-05
2.84400,-2.43767248e-05
2.84600,-2.41351965e-05
2.84800,-2.38960569e-05
2.85000,-2.36592824e-05
2.85200,-2.34248498e-05
2.85400,-2.31927358e-05
2.85600,-2.29629177e-05
2.85800,-2.27353727e-05
2.86000,-2.25100785e-05
2.86200,-2.22870127e-05
2.86400,-2.20661535e-05
2.86600,-2.18474790e-05
2.86800,-2.16309677e-05
2.87000,-2.14165982e-05
2.87200,-2.12043495e-05
2.87400,-2.09942004e-05
2.87600,-2.07861305e-05
2.87800,-2.05801190e-05
2.88000,-2.03761457e-05
2.88200,-2.01741904e-05
2.88400,-1.99742334e-05
2.88600,-1.97762547e-05
2.88800,-1.95802349e-05
2.89000,-1.93861547e-05
2.89200,-1.91939949e-05
2.89400,-1.90037365e-05
2.89600,-1.88153608e-05
2.89800,-1.86288491e-05
2.90000,-1.84441832e-05
2.90200,-1.82613446e-05
2.90400,-1.80803155e-05
2.90600,-1.79010779e-05
2.90800,-1.77236142e-05
2.91000,-1.75479067e-05
2.91200,-1.73739383e-05
2.91400,-1.72016916e-05
2.91600,-1.70311498e-05
2.91800,-1.68622959e-05
2.92000,-1.66951133e-05
2.92200,-1.65295855e-05
2.92400,-1.63656961e-05
2.92600,-1.62034290e-05
2.92800,-1.60427681e-05
2.93000,-1.58836975e-05
2.93200,-1.57262017e-05
2.93400,-1.55702649e-05
2.93600,-1.54158718e-05
2.93800,-1.52630072e-05
2.94000,-1.51116559e-05
2.94200,-1.49618030e-05
2.94400,-1.48134337e-05
2.94600,-1.46665333e-05
2.94800,-1.45210874e-05
2.95000,-1.43770814e-05
2.95200,-1.42345014e-05
2.95400,-1.40933330e-05
2.95600,-1.39535624e-05
2.95800,-1.38151758e-05
2.96000,-1.36781595e-05
2.96200,-1.35424999e-05
2.96400,-1.34081837e-05
2.96600,-1.32751976e-05
2.96800,-1.31435283e-05
2.97000,-1.30131630e-05
2.97200,-1.28840887e-05
2.97400,-1.27562927e-05
2.97600,-1.26297622e-05
2.97800,-1.25044849e-05
2.98000,-1.23804484e-05
2.98200,-1.22576403e-05
2.98400,-1.21360485e-05
2.98600,-1.20156610e-05
2.98800,-1.18964659e-05
2.99000,-1.17784514e-05
2.99200,-1.16616059e-05
2.99400,-1.15459177e-05
2.99600,-1.14313754e-05
2.99800,-1.13179678e-05
3.00000,-1.12056836e-05
3.00200,-1.10945116e-05
3.00400,-1.09844410e-05
3.00600,-1.08754607e-05
3.00800,-1.07675600e-05
3.01000,-1.06607283e-05
3.01200,-1.05549550e-05
3.01400,-1.04502295e-05
3.01600,-1.03465416e-05
3.01800,-1.02438810e-05
3.02000,-1.01422375e-05
3.02200,-1.00416011e-05
3.02400,-9.94196175e-06
3.02600,-9.84330967e-06
3.02800,-9.74563507e-06
3.03000,-9.64892828e-06
3.03200,-9.55317973e-06
3.03400,-9.45837994e-06
3.03600,-9.36451953e-06
3.03800,-9.27158921e-06
3.04000,-9.17957977e-06
3.04200,-9.08848212e-06
3.04400,-8.99828722e-06
3.04600,-8.90898615e-06
3.04800,-8.82057006e-06
3.05000,-8.73303021e-06
3.05200,-8.64635793e-06
3.05400,-8.56054462e-06
3.05600,-8.47558179e-06
3.05800,-8.39146104e-06
3.06000,-8.30817402e-06
3.06200,-8.22571249e-06
3.06400,-8.14406828e-06
3.06600,-8.06323330e-06
3.06800,-7.98319956e-06
3.07000,-7.90395911e-06
3.07200,-7.82550411e-06
3.07400,-7.74782679e-06
3.07600,-7.67091945e-06
3.07800,-7.59477447e-06
3.08000,-7.51938431e-06
3.08200,-7.44474151e-06
3.08400,-7.37083865e-06
3.08600,-7.29766843e-06
3.08800,-7.22522358e-06
3.09000,-7.15349693e-06
3.09200,-7.08248138e-06
3.09400,-7.01216988e-06
3.09600,-6.94255547e-06
3.09800,-6.87363125e-06
3.10000,-6.80539038e-06
3.10200,-6.73782610e-06
3.10400,-6.67093171e-06
3.10600,-6.60470059e-06
3.10800,-6.53912617e-06
3.11000,-6.47420194e-06
3.11200,-6.40992148e-06
3.11400,-6.34627840e-06
3.11600,-6.28326640e-06
3.11800,-6.22087923e-06
3.12000,-6.15911071e-06
3.12200,-6.09795471e-06
3.12400,-6.03740516e-06
3.12600,-5.97745606e-06
3.12800,-5.91810148e-06
3.13000,-5.85933551e-06
3.13200,-5.80115233e-06
3.13400,-5.74354618e-06
3.13600,-5.68651133e-06
3.13800,-5.63004214e-06
3.14000,-5.57413300e-06
3.14200,-5.51877836e-06
3.14400,-5.46397274e-06
3.14600,-5.40971069e-06
3.14800,-5.35598684e-06
3.15000,-5.30279586e-06
3.15200,-5.25013246e-06
3.15400,-5.19799143e-06
3.15600,-5.14636758e-06
3.15800,-5.09525580e-06
3.16000,-5.04465102e-06
3.16200,-4.99454821e-06
3.16400,-4.94494241e-06
3.16600,-4.89582869e-06
3.16800,-4.84720217e-06
3.17000,-4.79905804e-06
3.17200,-4.75139150e-06
3.17400,-4.70419784e-06
3.17600,-4.65747237e-06
3.17800,-4.61121045e-06
3.18000,-4.56540748e-06
3.18200,-4.52005893e-06
3.18400,-4.47516029e-06
3.18600,-4.43070711e-06
3.18800,-4.38669496e-06
3.19000,-4.34311949e-06
3.19200,-4.29997636e-06
3.19400,-4.25726129e-06
3.19600,-4.21497005e-06
3.19800,-4.17309842e-06
3.20000,-4.13164226e-06
3.20200,-4.09059745e-06
3.20400,-4.04995992e-06
3.20600,-4.00972562e-06
3.20800,-3.96989056e-06
3.21000,-3.93045079e-06
3.21200,-3.89140238e-06
3.21400,-3.85274147e-06
3.21600,-3.81446421e-06
3.21800,-3.77656680e-06
3.22000,-3.73904548e-06
3.22200,-3.70189651e-06
3.22400,-3.66511621e-06
3.22600,-3.62870093e-06
3.22800,-3.59264705e-06
3.23000,-3.55695098e-06
3.23200,-3.52160919e-06
3.23400,-3.48661815e-06
3.23600,-3.45197439e-06
3.23800,-3.41767448e-06
3.24000,-3.38371500e-06
3.24200,-3.35009257e-06
3.24400,-3.31680387e-06
3.24600,-3.28384558e-06
3.24800,-3.25121442e-06
3.25000,-3.21890715e-06
3.25200,-3.18692057e-06
3.25400,-3.15525149e-06
3.25600,-3.12389676e-06
3.25800,-3.09285328e-06
3.26000,-3.06211795e-06
3.26200,-3.03168772e-06
3.26400,-3.00155957e-06
3.26600,-2.97173049e-06
3.26800,-2.94219754e-06
3.27000,-2.91295776e-06
3.27200,-2.88400826e-06
3.27400,-2.85534615e-06
3.27600,-2.82696859e-06
3.27800,-2.79887275e-06
3.28000,-2.77105585e-06
3.28200,-2.74351512e-06
3.28400,-2.71624781e-06
3.28600,-2.68925122e-06
3.28800,-2.66252266e-06
3.29000,-2.63605948e-06
3.29200,-2.60985904e-06
3.29400,-2.58391874e-06
3.29600,-2.55823600e-06
3.29800,-2.53280827e-06
3.30000,-2.50763301e-06
3.30200,-2.48270773e-06
3.30400,-2.45802994e-06
3.30600,-2.43359719e-06
3.30800,-2.40940705e-06
3.31000,-2.38545711e-06
3.31200,-2.36174500e-06
3.31400,-2.33826835e-06
3.31600,-2.31502482e-06
3.31800,-2.29201212e-06
3.32000,-2.26922793e-06
3.32200,-2.24667001e-06
3.32400,-2.22433611e-06
3.32600,-2.20222400e-06
3.32800,-2.18033148e-06
3.33000,-2.15865638e-06
3.33200,-2.13719654e-06
3.33400,-2.11594983e-06
3.33600,-2.09491412e-06
3.33800,-2.07408733e-06
3.34000,-2.05346739e-06
3.34200,-2.03305224e-06
3.34400,-2.01283986e-06
3.34600,-1.99282822e-06
3.34800,-1.97301535e-06
3.35000,-1.95339926e-06
3.35200,-1.93397800e-06
3.35400,-1.91474965e-06
3.35600,-1.89571229e-06
3.35800,-1.87686402e-06
3.36000,-1.85820297e-06
3.36200,-1.83972728e-06
3.36400,-1.82143511e-06
3.36600,-1.80332464e-06
3.36800,-1.78539407e-06
3.37000,-1.76764162e-06
3.37200,-1.75006551e-06
3.37400,-1.73266399e-06
3.37600,-1.71543534e-06
3.37800,-1.69837784e-06
3.38000,-1.68148979e-06
3.38200,-1.66476951e-06
3.38400,-1.64821533e-06
3.38600,-1.63182561e-06
3.38800,-1.61559872e-06
3.39000,-1.59953303e-06
3.39200,-1.58362695e-06
3.39400,-1.56787890e-06
3.39600,-1.55228730e-06
3.39800,-1.53685061e-06
3.40000,-1.52156729e-06
3.40200,-1.50643581e-06
3.40400,-1.49145466e-06
3.40600,-1.47662237e-06
3.40800,-1.46193744e-06
3.41000,-1.44739842e-06
3.41200,-1.43300386e-06
3.41400,-1.41875233e-06
3.41600,-1.40464240e-06
3.41800,-1.39067266e-06
3.42000,-1.37684174e-06
3.42200,-1.36314825e-06
3.42400,-1.34959082e-06
3.42600,-1.33616811e-06
3.42800,-1.32287878e-06
3.43000,-1.30972150e-06
3.43200,-1.29669497e-06
3.43400,-1.28379788e-06
3.43600,-1.27102896e-06
3.43800,-1.25838692e-06
3.44000,-1.24587052e-06
3.44200,-1.23347849e-06
3.44400,-1.22120962e-06
3.44600,-1.20906267e-06
3.44800,-1.19703643e-06
3.45000,-1.18512971e-06
3.45200,-1.17334133e-06
3.45400,-1.16167009e-06
3.45600,-1.15011485e-06
3.45800,-1.13867445e-06
3.46000,-1.12734775e-06
3.46200,-1.11613363e-06
3.46400,-1.10503095e-06
3.46600,-1.09403863e-06
3.46800,-1.08315556e-06
3.47000,-1.07238065e-06
3.47200,-1.06171284e-06
3.47400,-1.05115106e-06
3.47600,-1.04069425e-06
3.47800,-1.03034138e-06
3.48000,-1.02009142e-06
3.48200,-1.00994333e-06
3.48400,-9.99896117e-07
3.48600,-9.89948770e-07
3.48800,-9.80100299e-07
3.49000,-9.70349723e-07
3.49200,-9.60696070e-07
3.49400,-9.51138377e-07
3.49600,-9.41675691e-07
3.49800,-9.32307069e-07
3.50000,-9.23031577e-07
3.50200,-9.13848290e-07
3.50400,-9.04756291e-07
3.50600,-8.95754676e-07
3.50800,-8.86842545e-07
3.51000,-8.78019011e-07
3.51200,-8.69283193e-07
3.51400,-8.60634221e-07
3.51600,-8.52071232e-07
3.51800,-8.43593371e-07
3.52000,-8.35199794e-07
3.52200,-8.26889664e-07
3.52400,-8.18662151e-07
3.52600,-8.10516435e-07
3.52800,-8.02451703e-07
3.53000,-7.94467152e-07
3.53200,-7.86561985e-07
3.53400,-7.78735413e-07
3.53600,-7.70986656e-07
3.53800,-7.63314941e-07
3.54000,-7.55719502e-07
3.54200,-7.48199583e-07
3.54400,-7.40754432e-07
3.54600,-7.33383307e-07
3.54800,-7.26085473e-07
3.55000,-7.18860202e-07
3.55200,-7.11706773e-07
3.55400,-7.04624472e-07
3.55600,-6.97612593e-07
3.55800,-6.90670436e-07
3.56000,-6.83797308e-07
3.56200,-6.76992524e-07
3.56400,-6.70255405e-07
3.56600,-6.63585279e-07
3.56800,-6.56981480e-07
3.57000,-6.50443349e-07
3.57200,-6.43970234e-07
3.57400,-6.37561488e-07
3.57600,-6.31216473e-07
3.57800,-6.24934555e-07
3.58000,-6.18715108e-07
3.58200,-6.12557510e-07
3.58400,-6.06461147e-07
3.58600,-6.00425411e-07
3.58800,-5.94449699e-07
3.59000,-5.88533416e-07
3.59200,-5.82675969e-07
3.59400,-5.76876776e-07
3.59600,-5.71135257e-07
3.59800,-5.65450839e-07
3.60000,-5.59822954e-07
3.60200,-5.54251042e-07
3.60400,-5.48734545e-07
3.60600,-5.43272913e-07
3.60800,-5.37865602e-07
3.61000,-5.32512070e-07
3.61200,-5.27211784e-07
3.61400,-5.21964215e-07
3.61600,-5.16768839e-07
3.61800,-5.11625137e-07
3.62000,-5.06532595e-07
3.62200,-5.01490706e-07
3.62400,-4.96498966e-07
3.62600,-4.91556876e-07
3.62800,-4.86663943e-07
3.63000,-4.81819679e-07
3.63200,-4.77023599e-07
3.63400,-4.72275226e-07
3.63600,-4.67574085e-07
3.63800,-4.62919706e-07
3.64000,-4.58311625e-07
3.64200,-4.53749381e-07
3.64400,-4.49232520e-07
3.64600,-4.44760590e-07
3.64800,-4.40333144e-07
3.65000,-4.35949740e-07
3.65200,-4.31609941e-07
3.65400,-4.27313314e-07
3.65600,-4.23059428e-07
3.65800,-4.18847860e-07
3.66000,-4.14678188e-07
3.66200,-4.10549996e-07
3.66400,-4.06462873e-07
3.66600,-4.02416409e-07
3.66800,-3.98410201e-07
3.67000,-3.94443848e-07
3.67200,-3.90516955e-07
3.67400,-3.86629128e-07
3.67600,-3.82779980e-07
3.67800,-3.78969127e-07
3.68000,-3.75196187e-07
3.68200,-3.71460783e-07
3.68400,-3.67762544e-07
3.68600,-3.64101098e-07
3.68800,-3.60476080e-07
3.69000,-3.56887129e-07
3.69200,-3.53333886e-07
3.69400,-3.49815995e-07
3.69600,-3.46333105e-07
3.69800,-3.42884869e-07
3.70000,-3.39470941e-07
3.70200,-3.36090981e-07
3.70400,-3.32744651e-07
3.70600,-3.29431617e-07
3.70800,-3.26151547e-07
3.71000,-3.22904114e-07
3.71200,-3.19688994e-07
3.71400,-3.16505864e-07
3.71600,-3.13354408e-07
3.71800,-3.10234310e-07
3.72000,-3.07145258e-07
3.72200,-3.04086944e-07
3.72400,-3.01059062e-07
3.72600,-2.98061310e-07
3.72800,-2.95093388e-07
3.73000,-2.92154999e-07
3.73200,-2.89245849e-07
3.73400,-2.86365649e-07
