K_bohr_inv,f_c
19.6200,6.08807160e-03
19.6400,6.07254997e-03
19.6600,6.05708761e-03
19.6800,6.04168419e-03
19.7000,6.02633941e-03
19.7200,6.01105296e-03
19.7400,5.99582453e-03
19.7600,5.98065382e-03
19.7800,5.96554052e-03
19.8000,5.95048434e-03
19.8200,5.93548497e-03
19.8400,5.92054212e-03
19.8600,5.90565548e-03
19.8800,5.89082477e-03
19.9000,5.87604968e-03
19.9200,5.86132993e-03
19.9400,5.84666522e-03
19.9600,5.83205527e-03
19.9800,5.81749979e-03
20.0000,5.80299850e-03
