K_bohr_inv,f_c
19.3000,9.71335470e-02
19.3200,9.69851040e-02
19.3400,9.68366129e-02
19.3600,9.66880760e-02
19.3800,9.65394959e-02
19.4000,9.63908748e-02
19.4200,9.62422152e-02
19.4400,9.60935194e-02
19.4600,9.59447898e-02
19.4800,9.57960286e-02
19.5000,9.56472382e-02
19.5200,9.54984209e-02
19.5400,9.53495789e-02
19.5600,9.52007145e-02
19.5800,9.50518299e-02
19.6000,9.49029273e-02
19.6200,9.47540089e-02
19.6400,9.46050769e-02
19.6600,9.44561334e-02
19.6800,9.43071806e-02
19.7000,9.41582206e-02
19.7200,9.40092554e-02
19.7400,9.38602873e-02
19.7600,9.37113182e-02
19.7800,9.35623502e-02
19.8000,9.34133854e-02
19.8200,9.32644257e-02
19.8400,9.31154732e-02
19.8600,9.29665298e-02
19.8800,9.28175975e-02
19.9000,9.26686784e-02
19.9200,9.25197742e-02
19.9400,9.23708869e-02
19.9600,9.22220185e-02
19.9800,9.20731708e-02
20.0000,9.19243457e-02
