K_bohr_inv,f_c
19.6400,4.91349630e-03
19.6600,4.90109894e-03
19.6800,4.88874620e-03
19.7000,4.87643785e-03
19.7200,4.86417366e-03
19.7400,4.85195337e-03
19.7600,4.83977677e-03
19.7800,4.82764360e-03
19.8000,4.81555365e-03
19.8200,4.80350667e-03
19.8400,4.79150245e-03
19.8600,4.77954075e-03
19.8800,4.76762134e-03
19.9000,4.75574401e-03
19.9200,4.74390852e-03
19.9400,4.73211466e-03
19.9600,4.72036220e-03
19.9800,4.70865092e-03
20.0000,4.69698062e-03
