K_bohr_inv,f_c
19.2400,1.04845216e-01
19.2600,1.04729108e-01
19.2800,1.04612721e-01
19.3000,1.04496060e-01
19.3200,1.04379126e-01
19.3400,1.04261924e-01
19.3600,1.04144457e-01
19.3800,1.04026729e-01
19.4000,1.03908742e-01
19.4200,1.03790500e-01
19.4400,1.03672005e-01
19.4600,1.03553263e-01
19.4800,1.03434274e-01
19.5000,1.03315044e-01
19.5200,1.03195574e-01
19.5400,1.03075869e-01
19.5600,1.02955931e-01
19.5800,1.02835763e-01
19.6000,1.02715368e-01
19.6200,1.02594750e-01
19.6400,1.02473911e-01
19.6600,1.02352855e-01
19.6800,1.02231584e-01
19.7000,1.02110102e-01
19.7200,1.01988412e-01
19.7400,1.01866516e-01
19.7600,1.01744417e-01
19.7800,1.01622118e-01
19.8000,1.01499623e-01
19.8200,1.01376934e-01
19.8400,1.01254054e-01
19.8600,1.01130985e-01
19.8800,1.01007731e-01
19.9000,1.00884294e-01
19.9200,1.00760678e-01
19.9400,1.00636884e-01
19.9600,1.00512916e-01
19.9800,1.00388776e-01
20.0000,1.00264468e-01
