K_bohr_inv,f_c
19.6600,3.87852158e-03
19.6800,3.86860193e-03
19.7000,3.85871554e-03
19.7200,3.84886224e-03
19.7400,3.83904186e-03
19.7600,3.82925425e-03
19.7800,3.81949922e-03
19.8000,3.80977662e-03
19.8200,3.80008630e-03
19.8400,3.79042807e-03
19.8600,3.78080179e-03
19.8800,3.77120730e-03
19.9000,3.76164444e-03
19.9200,3.75211305e-03
19.9400,3.74261298e-03
19.9600,3.73314407e-03
19.9800,3.72370617e-03
20.0000,3.71429912e-03
