K_bohr_inv,f_c
19.4400,1.63159510e-02
19.4600,1.62799657e-02
19.4800,1.62440211e-02
19.5000,1.62081179e-02
19.5200,1.61722567e-02
19.5400,1.61364382e-02
19.5600,1.61006629e-02
19.5800,1.60649315e-02
19.6000,1.60292445e-02
19.6200,1.59936026e-02
19.6400,1.59580062e-02
19.6600,1.59224561e-02
19.6800,1.58869528e-02
19.7000,1.58514968e-02
19.7200,1.58160886e-02
19.7400,1.57807289e-02
19.7600,1.57454181e-02
19.7800,1.57101568e-02
19.8000,1.56749454e-02
19.8200,1.56397845e-02
19.8400,1.56046747e-02
19.8600,1.55696162e-02
19.8800,1.55346098e-02
19.9000,1.54996558e-02
19.9200,1.54647547e-02
19.9400,1.54299069e-02
19.9600,1.53951130e-02
19.9800,1.53603734e-02
20.0000,1.53256884e-02
