K_bohr_inv,f_c
19.4000,2.03541301e-03
19.4200,2.03085227e-03
19.4400,2.02629636e-03
19.4600,2.02174534e-03
19.4800,2.01719929e-03
19.5000,2.01265827e-03
19.5200,2.00812234e-03
19.5400,2.00359157e-03
19.5600,1.99906601e-03
19.5800,1.99454573e-03
19.6000,1.99003079e-03
19.6200,1.98552124e-03
19.6400,1.98101715e-03
19.6600,1.97651858e-03
19.6800,1.97202557e-03
19.7000,1.96753820e-03
19.7200,1.96305650e-03
19.7400,1.95858055e-03
19.7600,1.95411039e-03
19.7800,1.94964608e-03
19.8000,1.94518766e-03
19.8200,1.94073520e-03
19.8400,1.93628874e-03
19.8600,1.93184834e-03
19.8800,1.92741403e-03
19.9000,1.92298589e-03
19.9200,1.91856394e-03
19.9400,1.91414824e-03
19.9600,1.90973884e-03
19.9800,1.90533578e-03
20.0000,1.90093912e-03
