r_bohr,u_c
1.87800,-1.37001848e-01
1.88000,-1.36414907e-01
1.88200,-1.35830362e-01
1.88400,-1.35248204e-01
1.88600,-1.34668424e-01
1.88800,-1.34091013e-01
1.89000,-1.33515963e-01
1.89200,-1.32943264e-01
1.89400,-1.32372908e-01
1.89600,-1.31804887e-01
1.89800,-1.31239191e-01
1.90000,-1.30675812e-01
1.90200,-1.30114741e-01
1.90400,-1.29555970e-01
1.90600,-1.28999490e-01
1.90800,-1.28445292e-01
1.91000,-1.27893368e-01
1.91200,-1.27343709e-01
1.91400,-1.26796307e-01
1.91600,-1.26251154e-01
1.91800,-1.25708240e-01
1.92000,-1.25167558e-01
1.92200,-1.24629099e-01
1.92400,-1.24092854e-01
1.92600,-1.23558816e-01
1.92800,-1.23026976e-01
1.93000,-1.22497326e-01
1.93200,-1.21969857e-01
1.93400,-1.21444561e-01
1.93600,-1.20921431e-01
1.93800,-1.20400457e-01
1.94000,-1.19881632e-01
1.94200,-1.19364947e-01
1.94400,-1.18850394e-01
1.94600,-1.18337966e-01
1.94800,-1.17827654e-01
1.95000,-1.17319450e-01
1.95200,-1.16813347e-01
1.95400,-1.16309335e-01
1.95600,-1.15807408e-01
1.95800,-1.15307556e-01
1.96000,-1.14809773e-01
1.96200,-1.14314051e-01
1.96400,-1.13820381e-01
1.96600,-1.13328755e-01
1.96800,-1.12839166e-01
1.97000,-1.12351607e-01
1.97200,-1.11866068e-01
1.97400,-1.11382544e-01
1.97600,-1.10901025e-01
1.97800,-1.10421504e-01
1.98000,-1.09943973e-01
1.98200,-1.09468425e-01
1.98400,-1.08994852e-01
1.98600,-1.08523247e-01
1.98800,-1.08053602e-01
1.99000,-1.07585909e-01
1.99200,-1.07120161e-01
1.99400,-1.06656351e-01
1.99600,-1.06194470e-01
1.99800,-1.05734511e-01
2.00000,-1.05276468e-01
2.00200,-1.04820332e-01
2.00400,-1.04366097e-01
2.00600,-1.03913754e-01
2.00800,-1.03463297e-01
2.01000,-1.03014718e-01
2.01200,-1.02568010e-01
2.01400,-1.02123165e-01
2.01600,-1.01680177e-01
2.01800,-1.01239038e-01
2.02000,-1.00799741e-01
2.02200,-1.00362279e-01
2.02400,-9.99266446e-02
2.02600,-9.94928307e-02
2.02800,-9.90608303e-02
2.03000,-9.86306362e-02
2.03200,-9.82022415e-02
2.03400,-9.77756391e-02
2.03600,-9.73508219e-02
2.03800,-9.69277831e-02
2.04000,-9.65065157e-02
2.04200,-9.60870127e-02
2.04400,-9.56692672e-02
2.04600,-9.52532723e-02
2.04800,-9.48390212e-02
2.05000,-9.44265071e-02
2.05200,-9.40157230e-02
2.05400,-9.36066623e-02
2.05600,-9.31993181e-02
2.05800,-9.27936838e-02
2.06000,-9.23897525e-02
2.06200,-9.19875175e-02
2.06400,-9.15869723e-02
2.06600,-9.11881101e-02
2.06800,-9.07909243e-02
2.07000,-9.03954084e-02
2.07200,-9.00015556e-02
2.07400,-8.96093594e-02
2.07600,-8.92188134e-02
2.07800,-8.88299109e-02
2.08000,-8.84426456e-02
2.08200,-8.80570108e-02
2.08400,-8.76730002e-02
2.08600,-8.72906073e-02
2.08800,-8.69098257e-02
2.09000,-8.65306490e-02
2.09200,-8.61530709e-02
2.09400,-8.57770850e-02
2.09600,-8.54026850e-02
2.09800,-8.50298646e-02
2.10000,-8.46586176e-02
2.10200,-8.42889376e-02
2.10400,-8.39208184e-02
2.10600,-8.35542539e-02
2.10800,-8.31892378e-02
2.11000,-8.28257640e-02
2.11200,-8.24638263e-02
2.11400,-8.21034187e-02
2.11600,-8.17445349e-02
2.11800,-8.13871690e-02
2.12000,-8.10313148e-02
2.12200,-8.06769664e-02
2.12400,-8.03241176e-02
2.12600,-7.99727626e-02
2.12800,-7.96228953e-02
2.13000,-7.92745099e-02
2.13200,-7.89276002e-02
2.13400,-7.85821606e-02
2.13600,-7.82381850e-02
2.13800,-7.78956676e-02
2.14000,-7.75546025e-02
2.14200,-7.72149839e-02
2.14400,-7.68768061e-02
2.14600,-7.65400632e-02
2.14800,-7.62047495e-02
2.15000,-7.58708592e-02
2.15200,-7.55383866e-02
2.15400,-7.52073260e-02
2.15600,-7.48776717e-02
2.15800,-7.45494181e-02
2.16000,-7.42225595e-02
2.16200,-7.38970903e-02
2.16400,-7.35730049e-02
2.16600,-7.32502977e-02
2.16800,-7.29289631e-02
2.17000,-7.26089957e-02
2.17200,-7.22903899e-02
2.17400,-7.19731402e-02
2.17600,-7.16572412e-02
2.17800,-7.13426872e-02
2.18000,-7.10294731e-02
2.18200,-7.07175932e-02
2.18400,-7.04070422e-02
2.18600,-7.00978148e-02
2.18800,-6.97899055e-02
2.19000,-6.94833090e-02
2.19200,-6.91780201e-02
2.19400,-6.88740334e-02
2.19600,-6.85713435e-02
2.19800,-6.82699454e-02
2.20000,-6.79698336e-02
2.20200,-6.76710031e-02
2.20400,-6.73734485e-02
2.20600,-6.70771648e-02
2.20800,-6.67821467e-02
2.21000,-6.64883890e-02
2.21200,-6.61958868e-02
2.21400,-6.59046347e-02
2.21600,-6.56146279e-02
2.21800,-6.53258611e-02
2.22000,-6.50383293e-02
2.22200,-6.47520276e-02
2.22400,-6.44669508e-02
2.22600,-6.41830941e-02
2.22800,-6.39004523e-02
2.23000,-6.36190206e-02
2.23200,-6.33387940e-02
2.23400,-6.30597676e-02
2.23600,-6.27819365e-02
2.23800,-6.25052957e-02
2.24000,-6.22298405e-02
2.24200,-6.19555660e-02
2.24400,-6.16824673e-02
2.24600,-6.14105397e-02
2.24800,-6.11397782e-02
2.25000,-6.08701783e-02
2.25200,-6.06017350e-02
2.25400,-6.03344437e-02
2.25600,-6.00682997e-02
2.25800,-5.98032981e-02
2.26000,-5.95394344e-02
2.26200,-5.92767039e-02
2.26400,-5.90151019e-02
2.26600,-5.87546238e-02
2.26800,-5.84952649e-02
2.27000,-5.82370207e-02
2.27200,-5.79798865e-02
2.27400,-5.77238579e-02
2.27600,-5.74689303e-02
2.27800,-5.72150990e-02
2.28000,-5.69623597e-02
2.28200,-5.67107078e-02
2.28400,-5.64601389e-02
2.28600,-5.62106484e-02
2.28800,-5.59622320e-02
2.29000,-5.57148851e-02
2.29200,-5.54686035e-02
2.29400,-5.52233826e-02
2.29600,-5.49792182e-02
2.29800,-5.47361058e-02
2.30000,-5.44940411e-02
2.30200,-5.42530198e-02
2.30400,-5.40130376e-02
2.30600,-5.37740901e-02
2.30800,-5.35361731e-02
2.31000,-5.32992824e-02
2.31200,-5.30634136e-02
2.31400,-5.28285626e-02
2.31600,-5.25947251e-02
2.31800,-5.23618970e-02
2.32000,-5.21300740e-02
2.32200,-5.18992520e-02
2.32400,-5.16694268e-02
2.32600,-5.14405944e-02
2.32800,-5.12127505e-02
2.33000,-5.09858911e-02
2.33200,-5.07600122e-02
2.33400,-5.05351095e-02
2.33600,-5.03111792e-02
2.33800,-5.00882170e-02
2.34000,-4.98662191e-02
2.34200,-4.96451814e-02
2.34400,-4.94250999e-02
2.34600,-4.92059706e-02
2.34800,-4.89877896e-02
2.35000,-4.87705530e-02
2.35200,-4.85542567e-02
2.35400,-4.83388969e-02
2.35600,-4.81244697e-02
2.35800,-4.79109712e-02
2.36000,-4.76983975e-02
2.36200,-4.74867448e-02
2.36400,-4.72760092e-02
2.36600,-4.70661869e-02
2.36800,-4.68572741e-02
2.37000,-4.66492670e-02
2.37200,-4.64421618e-02
2.37400,-4.62359548e-02
2.37600,-4.60306421e-02
2.37800,-4.58262202e-02
2.38000,-4.56226851e-02
2.38200,-4.54200333e-02
2.38400,-4.52182611e-02
2.38600,-4.50173647e-02
2.38800,-4.48173405e-02
2.39000,-4.46181848e-02
2.39200,-4.44198941e-02
2.39400,-4.42224646e-02
2.39600,-4.40258929e-02
2.39800,-4.38301752e-02
2.40000,-4.36353080e-02
2.40200,-4.34412878e-02
2.40400,-4.32481110e-02
2.40600,-4.30557740e-02
2.40800,-4.28642734e-02
2.41000,-4.26736056e-02
2.41200,-4.24837672e-02
2.41400,-4.22947545e-02
2.41600,-4.21065643e-02
2.41800,-4.19191930e-02
2.42000,-4.17326372e-02
2.42200,-4.15468935e-02
2.42400,-4.13619584e-02
2.42600,-4.11778285e-02
2.42800,-4.09945006e-02
2.43000,-4.08119711e-02
2.43200,-4.06302367e-02
2.43400,-4.04492942e-02
2.43600,-4.02691400e-02
2.43800,-4.00897711e-02
2.44000,-3.99111839e-02
2.44200,-3.97333753e-02
2.44400,-3.95563419e-02
2.44600,-3.93800805e-02
2.44800,-3.92045879e-02
2.45000,-3.90298607e-02
2.45200,-3.88558958e-02
2.45400,-3.86826899e-02
2.45600,-3.85102399e-02
2.45800,-3.83385426e-02
2.46000,-3.81675947e-02
2.46200,-3.79973931e-02
2.46400,-3.78279347e-02
2.46600,-3.76592163e-02
2.46800,-3.74912347e-02
2.47000,-3.73239870e-02
2.47200,-3.71574700e-02
2.47400,-3.69916805e-02
2.47600,-3.68266155e-02
2.47800,-3.66622720e-02
2.48000,-3.64986469e-02
2.48200,-3.63357371e-02
2.48400,-3.61735396e-02
2.48600,-3.60120515e-02
2.48800,-3.58512696e-02
2.49000,-3.56911911e-02
2.49200,-3.55318128e-02
2.49400,-3.53731320e-02
2.49600,-3.52151455e-02
2.49800,-3.50578505e-02
2.50000,-3.49012441e-02
2.50200,-3.47453232e-02
2.50400,-3.45900850e-02
2.50600,-3.44355267e-02
2.50800,-3.42816452e-02
2.51000,-3.41284378e-02
2.51200,-3.39759016e-02
2.51400,-3.38240337e-02
2.51600,-3.36728313e-02
2.51800,-3.35222915e-02
2.52000,-3.33724116e-02
2.52200,-3.32231888e-02
2.52400,-3.30746201e-02
2.52600,-3.29267030e-02
2.52800,-3.27794345e-02
2.53000,-3.26328120e-02
2.53200,-3.24868326e-02
2.53400,-3.23414937e-02
2.53600,-3.21967925e-02
2.53800,-3.20527263e-02
2.54000,-3.19092924e-02
2.54200,-3.17664881e-02
2.54400,-3.16243107e-02
2.54600,-3.14827576e-02
2.54800,-3.13418260e-02
2.55000,-3.12015134e-02
2.55200,-3.10618171e-02
2.55400,-3.09227345e-02
2.55600,-3.07842629e-02
2.55800,-3.06463998e-02
2.56000,-3.05091425e-02
2.56200,-3.03724884e-02
2.56400,-3.02364351e-02
2.56600,-3.01009798e-02
2.56800,-2.99661202e-02
2.57000,-2.98318535e-02
2.57200,-2.96981773e-02
2.57400,-2.95650891e-02
2.57600,-2.94325864e-02
2.57800,-2.93006665e-02
2.58000,-2.91693272e-02
2.58200,-2.90385658e-02
2.58400,-2.89083799e-02
2.58600,-2.87787670e-02
2.58800,-2.86497247e-02
2.59000,-2.85212506e-02
2.59200,-2.83933421e-02
2.59400,-2.82659969e-02
2.59600,-2.81392126e-02
2.59800,-2.80129868e-02
2.60000,-2.78873171e-02
2.60200,-2.77622010e-02
2.60400,-2.76376362e-02
2.60600,-2.75136204e-02
2.60800,-2.73901512e-02
2.61000,-2.72672263e-02
2.61200,-2.71448433e-02
2.61400,-2.70229998e-02
2.61600,-2.69016937e-02
2.61800,-2.67809225e-02
2.62000,-2.66606840e-02
2.62200,-2.65409759e-02
2.62400,-2.64217959e-02
2.62600,-2.63031417e-02
2.62800,-2.61850112e-02
2.63000,-2.60674019e-02
2.63200,-2.59503118e-02
2.63400,-2.58337385e-02
2.63600,-2.57176799e-02
2.63800,-2.56021336e-02
2.64000,-2.54870976e-02
2.64200,-2.53725697e-02
2.64400,-2.52585475e-02
2.64600,-2.51450291e-02
2.64800,-2.50320121e-02
2.65000,-2.49194945e-02
2.65200,-2.48074740e-02
2.65400,-2.46959487e-02
2.65600,-2.45849162e-02
2.65800,-2.44743745e-02
2.66000,-2.43643215e-02
2.66200,-2.42547550e-02
2.66400,-2.41456731e-02
2.66600,-2.40370735e-02
2.66800,-2.39289542e-02
2.67000,-2.38213132e-02
2.67200,-2.37141483e-02
2.67400,-2.36074576e-02
2.67600,-2.35012389e-02
2.67800,-2.33954903e-02
2.68000,-2.32902096e-02
2.68200,-2.31853950e-02
2.68400,-2.30810443e-02
2.68600,-2.29771556e-02
2.68800,-2.28737269e-02
2.69000,-2.27707561e-02
2.69200,-2.26682414e-02
2.69400,-2.25661807e-02
2.69600,-2.24645721e-02
2.69800,-2.23634136e-02
2.70000,-2.22627033e-02
2.70200,-2.21624392e-02
2.70400,-2.20626194e-02
2.70600,-2.19632421e-02
2.70800,-2.18643051e-02
2.71000,-2.17658068e-02
2.71200,-2.16677451e-02
2.71400,-2.15701182e-02
2.71600,-2.14729242e-02
2.71800,-2.13761612e-02
2.72000,-2.12798274e-02
2.72200,-2.11839209e-02
2.72400,-2.10884398e-02
2.72600,-2.09933823e-02
2.72800,-2.08987466e-02
2.73000,-2.08045309e-02
2.73200,-2.07107332e-02
2.73400,-2.06173519e-02
2.73600,-2.05243850e-02
2.73800,-2.04318309e-02
2.74000,-2.03396877e-02
2.74200,-2.02479536e-02
2.74400,-2.01566268e-02
2.74600,-2.00657057e-02
2.74800,-1.99751883e-02
2.75000,-1.98850731e-02
2.75200,-1.97953582e-02
2.75400,-1.97060418e-02
2.75600,-1.96171224e-02
2.75800,-1.95285980e-02
2.76000,-1.94404671e-02
2.76200,-1.93527279e-02
2.76400,-1.92653787e-02
2.76600,-1.91784179e-02
2.76800,-1.90918436e-02
2.77000,-1.90056543e-02
2.77200,-1.89198482e-02
2.77400,-1.88344238e-02
2.77600,-1.87493793e-02
2.77800,-1.86647131e-02
2.78000,-1.85804236e-02
2.78200,-1.84965090e-02
2.78400,-1.84129678e-02
2.78600,-1.83297984e-02
2.78800,-1.82469991e-02
2.79000,-1.81645683e-02
2.79200,-1.80825045e-02
2.79400,-1.80008059e-02
2.79600,-1.79194711e-02
2.79800,-1.78384985e-02
2.80000,-1.77578863e-02
2.80200,-1.76776332e-02
2.80400,-1.75977375e-02
2.80600,-1.75181977e-02
2.80800,-1.74390122e-02
2.81000,-1.73601795e-02
2.81200,-1.72816980e-02
2.81400,-1.72035662e-02
2.81600,-1.71257825e-02
2.81800,-1.70483456e-02
2.82000,-1.69712538e-02
2.82200,-1.68945056e-02
2.82400,-1.68180996e-02
2.82600,-1.67420342e-02
2.82800,-1.66663079e-02
2.83000,-1.65909194e-02
2.83200,-1.65158670e-02
2.83400,-1.64411494e-02
2.83600,-1.63667650e-02
2.83800,-1.62927125e-02
2.84000,-1.62189903e-02
2.84200,-1.61455971e-02
2.84400,-1.60725313e-02
2.84600,-1.59997916e-02
2.84800,-1.59273766e-02
2.85000,-1.58552847e-02
2.85200,-1.57835146e-02
2.85400,-1.57120649e-02
2.85600,-1.56409342e-02
2.85800,-1.55701211e-02
2.86000,-1.54996242e-02
2.86200,-1.54294421e-02
2.86400,-1.53595734e-02
2.86600,-1.52900169e-02
2.86800,-1.52207710e-02
2.87000,-1.51518344e-02
2.87200,-1.50832059e-02
2.87400,-1.50148839e-02
2.87600,-1.49468673e-02
2.87800,-1.48791546e-02
2.88000,-1.48117446e-02
2.88200,-1.47446358e-02
2.88400,-1.46778271e-02
2.88600,-1.46113170e-02
2.88800,-1.45451042e-02
2.89000,-1.44791875e-02
2.89200,-1.44135655e-02
2.89400,-1.43482371e-02
2.89600,-1.42832007e-02
2.89800,-1.42184553e-02
2.90000,-1.41539995e-02
2.90200,-1.40898320e-02
2.90400,-1.40259516e-02
2.90600,-1.39623571e-02
2.90800,-1.38990470e-02
2.91000,-1.38360203e-02
2.91200,-1.37732757e-02
2.91400,-1.37108119e-02
2.91600,-1.36486277e-02
2.91800,-1.35867219e-02
2.92000,-1.35250932e-02
2.92200,-1.34637405e-02
2.92400,-1.34026625e-02
2.92600,-1.33418580e-02
2.92800,-1.32813258e-02
2.93000,-1.32210647e-02
2.93200,-1.31610735e-02
2.93400,-1.31013511e-02
2.93600,-1.30418962e-02
2.93800,-1.29827077e-02
2.94000,-1.29237844e-02
2.94200,-1.28651251e-02
2.94400,-1.28067287e-02
2.94600,-1.27485940e-02
2.94800,-1.26907199e-02
2.95000,-1.26331052e-02
2.95200,-1.25757488e-02
2.95400,-1.25186496e-02
2.95600,-1.24618063e-02
2.95800,-1.24052180e-02
2.96000,-1.23488833e-02
2.96200,-1.22928014e-02
2.96400,-1.22369709e-02
2.96600,-1.21813909e-02
2.96800,-1.21260602e-02
2.97000,-1.20709777e-02
2.97200,-1.20161424e-02
2.97400,-1.19615531e-02
2.97600,-1.19072087e-02
2.97800,-1.18531082e-02
2.98000,-1.17992506e-02
2.98200,-1.17456346e-02
2.98400,-1.16922593e-02
2.98600,-1.16391236e-02
2.98800,-1.15862264e-02
2.99000,-1.15335668e-02
2.99200,-1.14811436e-02
2.99400,-1.14289557e-02
2.99600,-1.13770023e-02
2.99800,-1.13252821e-02
3.00000,-1.12737943e-02
3.00200,-1.12225377e-02
3.00400,-1.11715114e-02
3.00600,-1.11207143e-02
3.00800,-1.10701455e-02
3.01000,-1.10198038e-02
3.01200,-1.09696884e-02
3.01400,-1.09197982e-02
3.01600,-1.08701322e-02
3.01800,-1.08206894e-02
3.02000,-1.07714688e-02
3.02200,-1.07224696e-02
3.02400,-1.06736905e-02
3.02600,-1.06251308e-02
3.02800,-1.05767895e-02
3.03000,-1.05286655e-02
3.03200,-1.04807579e-02
3.03400,-1.04330658e-02
3.03600,-1.03855881e-02
3.03800,-1.03383240e-02
3.04000,-1.02912726e-02
3.04200,-1.02444327e-02
3.04400,-1.01978037e-02
3.04600,-1.01513844e-02
3.04800,-1.01051739e-02
3.05000,-1.00591715e-02
3.05200,-1.00133760e-02
3.05400,-9.96778666e-03
3.05600,-9.92240251e-03
3.05800,-9.87722263e-03
3.06000,-9.83224614e-03
3.06200,-9.78747213e-03
3.06400,-9.74289971e-03
3.06600,-9.69852797e-03
3.06800,-9.65435603e-03
3.07000,-9.61038301e-03
3.07200,-9.56660802e-03
3.07400,-9.52303019e-03
3.07600,-9.47964864e-03
3.07800,-9.43646251e-03
3.08000,-9.39347092e-03
3.08200,-9.35067301e-03
3.08400,-9.30806793e-03
3.08600,-9.26565482e-03
3.08800,-9.22343282e-03
3.09000,-9.18140110e-03
3.09200,-9.13955880e-03
3.09400,-9.09790509e-03
3.09600,-9.05643913e-03
3.09800,-9.01516008e-03
3.10000,-8.97406713e-03
3.10200,-8.93315943e-03
3.10400,-8.89243617e-03
3.10600,-8.85189653e-03
3.10800,-8.81153970e-03
3.11000,-8.77136486e-03
3.11200,-8.73137120e-03
3.11400,-8.69155793e-03
3.11600,-8.65192423e-03
3.11800,-8.61246932e-03
3.12000,-8.57319239e-03
3.12200,-8.53409266e-03
3.12400,-8.49516934e-03
3.12600,-8.45642164e-03
3.12800,-8.41784879e-03
3.13000,-8.37945000e-03
3.13200,-8.34122451e-03
3.13400,-8.30317155e-03
3.13600,-8.26529034e-03
3.13800,-8.22758012e-03
3.14000,-8.19004014e-03
3.14200,-8.15266963e-03
3.14400,-8.11546785e-03
3.14600,-8.07843403e-03
3.14800,-8.04156744e-03
3.15000,-8.00486734e-03
3.15200,-7.96833297e-03
3.15400,-7.93196360e-03
3.15600,-7.89575850e-03
3.15800,-7.85971694e-03
3.16000,-7.82383818e-03
3.16200,-7.78812151e-03
3.16400,-7.75256620e-03
3.16600,-7.71717154e-03
3.16800,-7.68193681e-03
3.17000,-7.64686129e-03
3.17200,-7.61194428e-03
3.17400,-7.57718507e-03
3.17600,-7.54258296e-03
3.17800,-7.50813725e-03
3.18000,-7.47384724e-03
3.18200,-7.43971225e-03
3.18400,-7.40573156e-03
3.18600,-7.37190451e-03
3.18800,-7.33823040e-03
3.19000,-7.30470856e-03
3.19200,-7.27133830e-03
3.19400,-7.23811895e-03
3.19600,-7.20504984e-03
3.19800,-7.17213029e-03
3.20000,-7.13935965e-03
3.20200,-7.10673723e-03
3.20400,-7.07426240e-03
3.20600,-7.04193447e-03
3.20800,-7.00975281e-03
3.21000,-6.97771676e-03
3.21200,-6.94582567e-03
3.21400,-6.91407888e-03
3.21600,-6.88247577e-03
3.21800,-6.85101568e-03
3.22000,-6.81969798e-03
3.22200,-6.78852203e-03
3.22400,-6.75748720e-03
3.22600,-6.72659286e-03
3.22800,-6.69583838e-03
3.23000,-6.66522314e-03
3.23200,-6.63474652e-03
3.23400,-6.60440789e-03
3.23600,-6.57420664e-03
3.23800,-6.54414216e-03
3.24000,-6.51421384e-03
3.24200,-6.48442106e-03
3.24400,-6.45476323e-03
3.24600,-6.42523974e-03
3.24800,-6.39584998e-03
3.25000,-6.36659336e-03
3.25200,-6.33746929e-03
3.25400,-6.30847718e-03
3.25600,-6.27961642e-03
3.25800,-6.25088645e-03
3.26000,-6.22228666e-03
3.26200,-6.19381648e-03
3.26400,-6.16547534e-03
3.26600,-6.13726264e-03
3.26800,-6.10917783e-03
3.27000,-6.08122032e-03
3.27200,-6.05338954e-03
3.27400,-6.02568494e-03
3.27600,-5.99810594e-03
3.27800,-5.97065198e-03
3.28000,-5.94332251e-03
3.28200,-5.91611696e-03
3.28400,-5.88903479e-03
3.28600,-5.86207543e-03
3.28800,-5.83523835e-03
3.29000,-5.80852298e-03
3.29200,-5.78192879e-03
3.29400,-5.75545524e-03
3.29600,-5.72910178e-03
3.29800,-5.70286788e-03
3.30000,-5.67675300e-03
3.30200,-5.65075661e-03
3.30400,-5.62487818e-03
3.30600,-5.59911717e-03
3.30800,-5.57347307e-03
3.31000,-5.54794534e-03
3.31200,-5.52253347e-03
3.31400,-5.49723694e-03
3.31600,-5.47205524e-03
3.31800,-5.44698784e-03
3.32000,-5.42203423e-03
3.32200,-5.39719391e-03
3.32400,-5.37246636e-03
3.32600,-5.34785108e-03
3.32800,-5.32334758e-03
3.33000,-5.29895533e-03
3.33200,-5.27467386e-03
3.33400,-5.25050265e-03
3.33600,-5.22644122e-03
3.33800,-5.20248908e-03
3.34000,-5.17864573e-03
3.34200,-5.15491068e-03
3.34400,-5.13128345e-03
3.34600,-5.10776356e-03
3.34800,-5.08435052e-03
3.35000,-5.06104385e-03
3.35200,-5.03784308e-03
3.35400,-5.01474773e-03
3.35600,-4.99175733e-03
3.35800,-4.96887141e-03
3.36000,-4.94608949e-03
3.36200,-4.92341112e-03
3.36400,-4.90083582e-03
3.36600,-4.87836314e-03
3.36800,-4.85599260e-03
3.37000,-4.83372376e-03
3.37200,-4.81155616e-03
3.37400,-4.78948934e-03
3.37600,-4.76752285e-03
3.37800,-4.74565624e-03
3.38000,-4.72388905e-03
3.38200,-4.70222085e-03
3.38400,-4.68065119e-03
3.38600,-4.65917963e-03
3.38800,-4.63780571e-03
3.39000,-4.61652902e-03
3.39200,-4.59534910e-03
3.39400,-4.57426552e-03
3.39600,-4.55327786e-03
3.39800,-4.53238567e-03
3.40000,-4.51158854e-03
3.40200,-4.49088603e-03
3.40400,-4.47027771e-03
3.40600,-4.44976317e-03
3.40800,-4.42934198e-03
3.41000,-4.40901372e-03
3.41200,-4.38877797e-03
3.41400,-4.36863432e-03
3.41600,-4.34858235e-03
3.41800,-4.32862166e-03
3.42000,-4.30875182e-03
3.42200,-4.28897244e-03
3.42400,-4.26928310e-03
3.42600,-4.24968340e-03
3.42800,-4.23017293e-03
3.43000,-4.21075129e-03
3.43200,-4.19141809e-03
3.43400,-4.17217293e-03
3.43600,-4.15301540e-03
3.43800,-4.13394512e-03
3.44000,-4.11496169e-03
3.44200,-4.09606472e-03
3.44400,-4.07725383e-03
3.44600,-4.05852861e-03
3.44800,-4.03988869e-03
3.45000,-4.02133369e-03
3.45200,-4.00286322e-03
3.45400,-3.98447689e-03
3.45600,-3.96617434e-03
3.45800,-3.94795518e-03
3.46000,-3.92981904e-03
3.46200,-3.91176554e-03
3.46400,-3.89379431e-03
3.46600,-3.87590498e-03
3.46800,-3.85809719e-03
3.47000,-3.84037055e-03
3.47200,-3.82272472e-03
3.47400,-3.80515932e-03
3.47600,-3.78767398e-03
3.47800,-3.77026836e-03
3.48000,-3.75294209e-03
3.48200,-3.73569481e-03
3.48400,-3.71852617e-03
3.48600,-3.70143580e-03
3.48800,-3.68442337e-03
3.49000,-3.66748851e-03
3.49200,-3.65063088e-03
3.49400,-3.63385013e-03
3.49600,-3.61714591e-03
3.49800,-3.60051788e-03
3.50000,-3.58396568e-03
3.50200,-3.56748899e-03
3.50400,-3.55108746e-03
3.50600,-3.53476075e-03
3.50800,-3.51850852e-03
3.51000,-3.50233043e-03
3.51200,-3.48622616e-03
3.51400,-3.47019537e-03
3.51600,-3.45423772e-03
3.51800,-3.43835289e-03
3.52000,-3.42254055e-03
3.52200,-3.40680037e-03
3.52400,-3.39113202e-03
3.52600,-3.37553518e-03
3.52800,-3.36000953e-03
3.53000,-3.34455474e-03
3.53200,-3.32917050e-03
3.53400,-3.31385649e-03
3.53600,-3.29861238e-03
3.53800,-3.28343787e-03
3.54000,-3.26833264e-03
3.54200,-3.25329637e-03
3.54400,-3.23832876e-03
3.54600,-3.22342949e-03
3.54800,-3.20859826e-03
3.55000,-3.19383475e-03
3.55200,-3.17913866e-03
3.55400,-3.16450970e-03
3.55600,-3.14994754e-03
3.55800,-3.13545190e-03
3.56000,-3.12102247e-03
3.56200,-3.10665894e-03
3.56400,-3.09236104e-03
3.56600,-3.07812844e-03
3.56800,-3.06396087e-03
3.57000,-3.04985803e-03
3.57200,-3.03581962e-03
3.57400,-3.02184535e-03
3.57600,-3.00793493e-03
3.57800,-2.99408808e-03
3.58000,-2.98030451e-03
3.58200,-2.96658392e-03
3.58400,-2.95292604e-03
3.58600,-2.93933058e-03
3.58800,-2.92579726e-03
3.59000,-2.91232579e-03
3.59200,-2.89891591e-03
3.59400,-2.88556732e-03
3.59600,-2.87227975e-03
3.59800,-2.85905293e-03
3.60000,-2.84588657e-03
3.60200,-2.83278042e-03
3.60400,-2.81973419e-03
3.60600,-2.80674760e-03
3.60800,-2.79382041e-03
3.61000,-2.78095232e-03
3.61200,-2.76814308e-03
3.61400,-2.75539242e-03
3.61600,-2.74270008e-03
3.61800,-2.73006578e-03
3.62000,-2.71748927e-03
3.62200,-2.70497028e-03
3.62400,-2.69250856e-03
3.62600,-2.68010384e-03
3.62800,-2.66775587e-03
3.63000,-2.65546439e-03
3.63200,-2.64322915e-03
3.63400,-2.63104988e-03
3.63600,-2.61892634e-03
3.63800,-2.60685826e-03
3.64000,-2.59484541e-03
3.64200,-2.58288753e-03
3.64400,-2.57098438e-03
3.64600,-2.55913569e-03
3.64800,-2.54734123e-03
3.65000,-2.53560075e-03
3.65200,-2.52391401e-03
3.65400,-2.51228076e-03
3.65600,-2.50070076e-03
3.65800,-2.48917377e-03
3.66000,-2.47769955e-03
3.66200,-2.46627785e-03
3.66400,-2.45490844e-03
3.66600,-2.44359109e-03
3.66800,-2.43232555e-03
3.67000,-2.42111160e-03
3.67200,-2.40994899e-03
3.67400,-2.39883750e-03
3.67600,-2.38777689e-03
3.67800,-2.37676693e-03
3.68000,-2.36580740e-03
3.68200,-2.35489805e-03
3.68400,-2.34403868e-03
3.68600,-2.33322904e-03
3.68800,-2.32246891e-03
3.69000,-2.31175808e-03
3.69200,-2.30109630e-03
3.69400,-2.29048337e-03
3.69600,-2.27991906e-03
3.69800,-2.26940315e-03
3.70000,-2.25893542e-03
3.70200,-2.24851565e-03
3.70400,-2.23814362e-03
3.70600,-2.22781912e-03
3.70800,-2.21754192e-03
3.71000,-2.20731183e-03
3.71200,-2.19712861e-03
3.71400,-2.18699206e-03
3.71600,-2.17690198e-03
3.71800,-2.16685813e-03
3.72000,-2.15686032e-03
3.72200,-2.14690834e-03
3.72400,-2.13700197e-03
3.72600,-2.12714102e-03
3.72800,-2.11732527e-03
3.73000,-2.10755452e-03
3.73200,-2.09782857e-03
3.73400,-2.08814720e-03
3.73600,-2.07851023e-03
3.73800,-2.06891744e-03
3.74000,-2.05936863e-03
